feature,gain,split
atr_14,353.7235631942749,18
mkt_rv_20,226.43450164794922,9
rv_20,131.91320037841797,7
ret_20,101.3523998260498,5
vol_ratio_20,74.12459945678711,5
rsi_14,70.50769996643066,3
dist_sma20,61.15966033935547,5
sma5_over_20,55.77679920196533,3
mkt_ret_5,52.22259998321533,3
mkt_ret_20,34.52400016784668,2
ret_1,23.19099998474121,1
mkt_dist_sma20,16.003700256347656,1
ret_5,14.822099685668945,1
logret_1,0.0,0
vol_z_60,0.0,0
