alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.2420406188468518,0.03342433869963912,8.534044001013044,0.2697300535712157,0.03905550777237188,4.692224681556694,0.24297250747368238,0.0430707078224114,6.065895078760471
