alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.19269933767097827,0.04060465484356954,7.134384214359104,0.2648899191978706,0.05413875060646997,5.71538295997811,0.262537819175769,0.061291224897966776,7.316897791513069
