alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.23608135256148846,0.048222349688653306,9.803651390826316,0.3105363250382995,0.054424640747851125,8.773118202297734,0.30091598870878455,0.06498000238606116,6.17729897355692
