feature,gain,split
dist_rh20,0.0,0
dist_sma20,0.0,0
sma5_over_20,0.0,0
pv20,0.0,0
gk20,0.0,0
rs20,0.0,0
rv20,0.0,0
drv20,0.0,0
px_slope5,0.0,0
px_r2_5,0.0,0
px_slope10,0.0,0
px_r2_10,0.0,0
atr_14,0.0,0
vol_z60,0.0,0
vol_ratio20,0.0,0
overnight_ret,0.0,0
intraday_ret,0.0,0
gap_norm,0.0,0
gap_fill,0.0,0
mkt_ret_5,0.0,0
mkt_ret_20,0.0,0
mkt_rv_20,0.0,0
mkt_dist_sma20,0.0,0
