alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.36437554285080376,0.053922613195041214,17.851423140840502,0.3715442547957548,0.04895435721361352,17.59890438319283,0.34722099021776476,0.05831895735405901,8.781416541104543
