alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.12994420487063607,0.03709237003326532,5.923598699158898,0.2375093368623015,0.0513699067397108,5.302514966595643,0.2500056147108303,0.06307319262532993,5.132755629139554
