alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.15892678090014,0.03206623946000037,4.7991067815860555,0.22517295031110018,0.047824410721793,4.641379258477958,0.23153195037918994,0.06309786174897852,4.911226626270877
