alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.002980514014452762,0.004175790235238175,0.46635741899461064,0.00031597359796442515,0.0017621019888720002,0.11822277197530284,0.003909345982707091,0.007587373806206665,0.48457760004804923
