alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.0034033911591459754,0.006544521220074051,1.1392226321769197,0.000579689420574365,0.0021407146768179903,0.4264613577029756,0.005961415527704502,0.00928074828104837,0.8438738838805669
