alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar,Rand_CAGR,Rand_MDD,Rand_Calmar,All_CAGR,All_MDD,All_Calmar
0.9,0.0,0.10140994685671612,0.028973427861847173,inf,0.1230271842824239,0.04183244329954772,inf,0.5664775339768214,0.07289897141093615,17.545516889447534
0.9,0.002,0.10140994685671612,0.028973427861847173,inf,0.1230271842824239,0.04183244329954772,inf,0.5664775339768214,0.07289897141093615,17.545516889447534
0.95,0.0,0.07203069454066635,0.050078818735300144,1.828972624601312,0.20917311501154315,0.08493138750244256,2.488561598982923,0.22119547970498776,0.11387560270571617,2.045825300290406
0.95,0.002,0.07203069454066635,0.050078818735300144,1.828972624601312,0.20917311501154315,0.08493138750244256,2.488561598982923,0.22119547970498776,0.11387560270571617,2.045825300290406
