alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.13339741397929283,0.05948236431146925,2.2055588517064093,0.26973005357121616,0.052016306313207195,5.42594042760854,0.2429725074736826,0.07141492883576805,5.865140868533015
