alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.21762117848322626,0.05007424429431064,11.56137056668773,0.3139006029800577,0.056002313858123466,10.36674736628225,0.2765455043404153,0.07077982015161757,6.023780404215321
