outdir,acc_rate_med,win_rate,dCalmar_med,Gate_Calmar_med,Rand_Calmar_med,All_Calmar_med
reports/sweep_gate_v2/a90_tau50_t000001_mc1_m10_eps0002,0.08512166651701536,0.18181818181818182,-0.2427584626778566,7.239247956411848,8.435706430080492,3.7528484244222153
reports/sweep_gate_v2/a90_tau50_t0001_mc1_m10_eps0002,0.09302325581395349,0.18181818181818182,0.13130672080918981,1.1232621324126064,2.8993554335849905,0.508252859513244
