alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.24201154755534415,0.02045868693018349,13.35523378041109,0.2697300535712157,0.03905550777237188,5.293779343212943,0.24297250747368238,0.0430707078224114,5.918146447507578
