alpha,qbuf,Gate_CAGR,Gate_MDD,Gate_Calmar_eps,Rand_CAGR,Rand_MDD,Rand_Calmar_eps,All_CAGR,All_MDD,All_Calmar_eps
0.9,0.0,0.2701113441469581,0.04099478555944798,13.506907268246076,0.3112324261357909,0.0420205522973998,11.902408572469158,0.3355036000125239,0.05403581182773394,7.252734817027533
