fold,alpha,qbuf,tau_val,theta,Gate_CAGR,Gate_MDD,Gate_Calmar,Rand_CAGR,Rand_MDD,Rand_Calmar,All_CAGR,All_MDD,All_Calmar,Gate_CAGR_CI_low,Gate_CAGR_CI_high,Gate_MDD_CI_low,Gate_MDD_CI_high,accepted,skipped,days,status,mu_final,phi_final,db_iters,Gate_Calmar_eps,Rand_Calmar_eps,All_Calmar_eps
6,0.95,0.0,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
6,0.95,0.002,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
7,0.9,0.0,0.032465005258825286,0.008263625256136671,0.6733920945734575,0.052704505518084144,12.776746275371107,0.9357989592066405,0.10717980776268965,8.731112499087738,1.253260842897936,0.0568313807224643,22.052268077353737,-0.02047171854579146,0.043127317970657976,0.050307818373973516,0.09619038648407803,23.0,36.0,261.0,ok,13.979199327660643,0.0,2.0,12.538838000225201,8.650403236613904,21.670947973945108
7,0.9,0.002,0.03446500525882529,0.008263625256136671,0.6733920945734575,0.052704505518084144,12.776746275371107,0.9357989592066405,0.10717980776268965,8.731112499087738,1.253260842897936,0.0568313807224643,22.052268077353737,-0.02047171854579146,0.043127317970657976,0.050307818373973516,0.09619038648407803,23.0,36.0,261.0,ok,13.979199327660643,0.0,2.0,12.538838000225201,8.650403236613904,21.670947973945108
7,0.95,0.0,0.053464893756668616,0.008263625256136671,0.2572112092497809,0.021140669244854915,12.166654057670355,0.6079684595212607,0.050317080506309675,12.082745131546782,1.253260842897936,0.0568313807224643,22.052268077353737,-0.01774857196802624,0.039544962044382896,0.029634617178598943,0.07318600239528528,10.0,15.0,261.0,ok,12.244292955283056,0.0,2.0,11.617137964768254,11.847292432127118,21.670947973945108
7,0.95,0.002,0.05546489375666862,0.008263625256136671,0.2572112092497809,0.021140669244854915,12.166654057670355,0.6079684595212607,0.050317080506309675,12.082745131546782,1.253260842897936,0.0568313807224643,22.052268077353737,-0.01774857196802624,0.039544962044382896,0.029634617178598943,0.07318600239528528,10.0,15.0,261.0,ok,12.244292955283056,0.0,2.0,11.617137964768254,11.847292432127118,21.670947973945108
8,0.9,0.0,0.05241311429001195,0.013159345860034866,0.23196420163999965,0.09518156135865319,2.4370707764073805,0.3913400454780511,0.13823602902786547,2.8309554913441937,0.6591707762186323,0.15846443752380113,4.159739475424105,-0.019928319007662478,0.05448763797774703,0.03948329970266551,0.08912220565868723,29.0,103.0,242.0,ok,15.280884238077752,0.0,2.0,2.4117325437775343,2.810623429943781,4.133653787981704
8,0.9,0.002,0.05441311429001195,0.013159345860034866,0.23196420163999965,0.09518156135865319,2.4370707764073805,0.3913400454780511,0.13823602902786547,2.8309554913441937,0.6591707762186323,0.15846443752380113,4.159739475424105,-0.019928319007662478,0.05448763797774703,0.03948329970266551,0.08912220565868723,29.0,103.0,242.0,ok,15.280884238077752,0.0,2.0,2.4117325437775343,2.810623429943781,4.133653787981704
8,0.95,0.0,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
8,0.95,0.002,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
9,0.9,0.0,0.05215400348578512,0.013183373485901108,0.040659246611661315,0.03883944812611184,1.0468543857688344,-0.01676930550526612,0.06720076971413502,-0.24954037843020213,0.05448935563535651,0.13826739606132177,0.3940867998352295,-0.04990494332203688,0.08048268311612433,0.0,0.09437780960788267,5.0,4.0,259.0,ok,4.347945218123035,-2.7755575615628914e-17,2.0,1.0205775562692134,-0.24588146989476833,0.39125708655717184
9,0.9,0.002,0.05415400348578512,0.013183373485901108,0.040659246611661315,0.03883944812611184,1.0468543857688344,-0.01676930550526612,0.06720076971413502,-0.24954037843020213,0.05448935563535651,0.13826739606132177,0.3940867998352295,-0.04990494332203688,0.08048268311612433,0.0,0.09437780960788267,5.0,4.0,259.0,ok,4.347945218123035,-2.7755575615628914e-17,2.0,1.0205775562692134,-0.24588146989476833,0.39125708655717184
9,0.95,0.0,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
9,0.95,0.002,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
10,0.9,0.0,0.06035599093257275,0.013733942620319625,0.0,0.0,inf,0.0,0.0,inf,1.4925336174478083,0.029368804646330182,50.820373366278965,0.0,0.0,0.0,0.0,0.0,0.0,203.0,ok,0.41937815950234403,0.0,2.0,0.0,0.0,49.14693333602015
10,0.9,0.002,0.062355990932572755,0.013733942620319625,0.0,0.0,inf,0.0,0.0,inf,1.4925336174478083,0.029368804646330182,50.820373366278965,0.0,0.0,0.0,0.0,0.0,0.0,203.0,ok,0.41937815950234403,0.0,2.0,0.0,0.0,49.14693333602015
10,0.95,0.0,0.08460875752738935,0.01367881481509431,0.0,0.0,inf,0.0,0.0,inf,1.4925336174478083,0.029368804646330182,50.820373366278965,0.0,0.0,0.0,0.0,0.0,0.0,203.0,ok,-0.2865097340978893,0.0,2.0,0.0,0.0,49.14693333602015
10,0.95,0.002,0.08660875752738935,0.01367881481509431,0.0,0.0,inf,0.0,0.0,inf,1.4925336174478083,0.029368804646330182,50.820373366278965,0.0,0.0,0.0,0.0,0.0,0.0,203.0,ok,-0.2865097340978893,0.0,2.0,0.0,0.0,49.14693333602015
11,0.9,0.0,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
11,0.9,0.002,,,,,,,,,,,,,,,,,,,no_feasible_on_val,,,,,,
11,0.95,0.0,0.06298630343512562,0.012556091546437057,0.04216643776945417,0.03188833078262432,1.3223156162325782,0.09384332512144389,0.04650669727115575,2.017845399218386,0.42495985057255914,0.0671157757662445,6.331743106905877,-0.002548946479960734,0.036583752746316915,0.011678984234660612,0.029412097802436588,10.0,0.0,258.0,ok,23.948589838770793,0.0,2.0,1.2821093915697201,1.9753704322110803,6.238787502485621
11,0.95,0.002,0.06498630343512563,0.012556091546437057,0.04216643776945417,0.03188833078262432,1.3223156162325782,0.09384332512144389,0.04650669727115575,2.017845399218386,0.42495985057255914,0.0671157757662445,6.331743106905877,-0.002548946479960734,0.036583752746316915,0.011678984234660612,0.029412097802436588,10.0,0.0,258.0,ok,23.948589838770793,0.0,2.0,1.2821093915697201,1.9753704322110803,6.238787502485621
